cancer,omics,ROC,Sens,Spec,AUC,Precision,Recall,F,Accuracy,Kappa,Resample
KIRC,CNV,0.59077380952381,0.142857142857143,0.979166666666667,0.365202262614186,0.666666666666667,0.142857142857143,0.235294117647059,0.790322580645161,0.169072164948454,Fold1.Rep01
KIRC,CNV,0.501602564102564,0.0769230769230769,1,0.198145855049415,1,0.0769230769230769,0.142857142857143,0.80327868852459,0.115942028985507,Fold2.Rep01
KIRC,CNV,0.663690476190476,0,0.958333333333333,0.313375939635226,0,0,NA,0.741935483870968,-0.0598290598290597,Fold3.Rep01
KIRC,CNV,0.718844984802432,0,0.957446808510638,0.348488878407388,0,0,NA,0.737704918032787,-0.0608695652173906,Fold4.Rep01
KIRC,CNV,0.5625,0.230769230769231,0.979166666666667,0.363229577547224,0.75,0.230769230769231,0.352941176470588,0.819672131147541,0.280814576634512,Fold5.Rep01
KIRC,CNV,0.575987841945289,0.0714285714285714,0.936170212765957,0.263969764013452,0.25,0.0714285714285714,0.111111111111111,0.737704918032787,0.0101419878296144,Fold1.Rep02
KIRC,CNV,0.561011904761905,0.0714285714285714,1,0.299440705196285,1,0.0714285714285714,0.133333333333333,0.790322580645161,0.106430155210643,Fold2.Rep02
KIRC,CNV,0.5,0.0714285714285714,0.958333333333333,0.243417903640657,0.333333333333333,0.0714285714285714,0.117647058823529,0.758064516129032,0.0412371134020619,Fold3.Rep02
KIRC,CNV,0.677884615384615,0.0769230769230769,0.958333333333333,0.315048733860173,0.333333333333333,0.0769230769230769,0.125,0.770491803278688,0.0489977728285079,Fold4.Rep02
KIRC,CNV,0.692307692307692,0.153846153846154,0.979166666666667,0.400905011284069,0.666666666666667,0.153846153846154,0.25,0.80327868852459,0.184855233853007,Fold5.Rep02
KIRC,CNV,0.683890577507599,0,0.978723404255319,0.441872706921244,0,0,NA,0.754098360655738,-0.0315670800450957,Fold1.Rep03
KIRC,CNV,0.533653846153846,0.0769230769230769,0.979166666666667,0.221173468081819,0.5,0.0769230769230769,0.133333333333333,0.786885245901639,0.0811123986095019,Fold2.Rep03
KIRC,CNV,0.616071428571429,0.214285714285714,0.895833333333333,0.328573309028082,0.375,0.214285714285714,0.272727272727273,0.741935483870968,0.129824561403509,Fold3.Rep03
KIRC,CNV,0.520833333333333,0.153846153846154,0.9375,0.217181639823005,0.4,0.153846153846154,0.222222222222222,0.770491803278688,0.117768595041323,Fold4.Rep03
KIRC,CNV,0.635416666666667,0.0714285714285714,1,0.33973389750159,1,0.0714285714285714,0.133333333333333,0.790322580645161,0.106430155210643,Fold5.Rep03
KIRC,CNV,0.530448717948718,0.0769230769230769,0.979166666666667,0.211850203838918,0.5,0.0769230769230769,0.133333333333333,0.786885245901639,0.0811123986095019,Fold1.Rep04
KIRC,CNV,0.619047619047619,0.214285714285714,0.958333333333333,0.343626492040832,0.6,0.214285714285714,0.315789473684211,0.790322580645161,0.223506743737958,Fold2.Rep04
KIRC,CNV,0.532738095238095,0.142857142857143,0.916666666666667,0.272282602340753,0.333333333333333,0.142857142857143,0.2,0.741935483870968,0.0746268656716422,Fold3.Rep04
KIRC,CNV,0.669642857142857,0.0714285714285714,0.958333333333333,0.302461738188012,0.333333333333333,0.0714285714285714,0.117647058823529,0.758064516129032,0.0412371134020619,Fold4.Rep04
KIRC,CNV,0.374795417348609,0.153846153846154,0.914893617021277,0.178552397042834,0.333333333333333,0.153846153846154,0.210526315789474,0.75,0.0853658536585369,Fold5.Rep04
KIRC,CNV,0.604166666666667,0,1,0.299402356876594,NA,0,NA,0.786885245901639,0,Fold1.Rep05
KIRC,CNV,0.578869047619048,0.0714285714285714,0.979166666666667,0.273917781192186,0.5,0.0714285714285714,0.125,0.774193548387097,0.0726495726495726,Fold2.Rep05
KIRC,CNV,0.459935897435897,0.153846153846154,0.9375,0.207527708051921,0.4,0.153846153846154,0.222222222222222,0.770491803278688,0.117768595041323,Fold3.Rep05
KIRC,CNV,0.550151975683891,0.142857142857143,0.978723404255319,0.272003047140862,0.666666666666667,0.142857142857143,0.235294117647059,0.786885245901639,0.167890870933893,Fold4.Rep05
KIRC,CNV,0.678571428571429,0.142857142857143,0.979166666666667,0.345682993956261,0.666666666666667,0.142857142857143,0.235294117647059,0.790322580645161,0.169072164948454,Fold5.Rep05
KIRC,CNV,0.6875,0.0714285714285714,0.979166666666667,0.307985378240816,0.5,0.0714285714285714,0.125,0.774193548387097,0.0726495726495726,Fold1.Rep06
KIRC,CNV,0.592471358428805,0.230769230769231,0.957446808510638,0.300774763735917,0.6,0.230769230769231,0.333333333333333,0.8,0.242105263157895,Fold2.Rep06
KIRC,CNV,0.644345238095238,0.142857142857143,0.979166666666667,0.30654951408446,0.666666666666667,0.142857142857143,0.235294117647059,0.790322580645161,0.169072164948454,Fold3.Rep06
KIRC,CNV,0.540064102564103,0.0769230769230769,0.9375,0.217411259877815,0.25,0.0769230769230769,0.117647058823529,0.754098360655738,0.0192926045016074,Fold4.Rep06
KIRC,CNV,0.549107142857143,0.142857142857143,0.9375,0.261681841792467,0.4,0.142857142857143,0.210526315789474,0.758064516129032,0.104046242774567,Fold5.Rep06
KIRC,CNV,0.56547619047619,0.142857142857143,0.895833333333333,0.297620494671622,0.285714285714286,0.142857142857143,0.19047619047619,0.725806451612903,0.0470162748643766,Fold1.Rep07
KIRC,CNV,0.57051282051282,0,0.958333333333333,0.241443027716547,0,0,NA,0.754098360655738,-0.0602549246813442,Fold2.Rep07
